rep,method,learner,orcl,orcl_neigh,fs_specification,kernel,coef_Conventional,coef_Bias-Corrected,coef_Robust,se_Conventional,se_Bias-Corrected,se_Robust,lower_ci_Conventional,lower_ci_Bias-Corrected,lower_ci_Robust,upper_ci_Conventional,upper_ci_Bias-Corrected,upper_ci_Robust,CI width_Conventional,Coverage_Conventional,centered coef_Conventional,CI width_Bias-Corrected,Coverage_Bias-Corrected,centered coef_Bias-Corrected,CI width_Robust,Coverage_Robust,centered coef_Robust
4,rdrobust,linear,0.10406489696610002,0.09261744966442953,cutoff,triangular,0.0641766075106126,0.06837128461592608,0.06837128461592608,0.010654579613286886,0.010654579613286886,0.012784601741148845,0.04329401519815561,0.04748869230346908,0.043313925646586274,0.0850591998230696,0.08925387692838307,0.09342864358526588,0.04176518462491399,False,-0.03988828945548742,0.04176518462491399,False,-0.035693612350173945,0.05011471793867961,False,-0.035693612350173945
4,rdflex,linear,0.10406489696610002,0.09261744966442953,cutoff,triangular,0.09557006821033479,0.10127494000778517,0.10127494000778517,0.02566469718163214,0.02566469718163214,0.02566469718163214,0.04914111164890206,0.05484598344635244,0.05097305785765954,0.1419990247717675,0.1477038965692179,0.1515768221579108,0.09285791312286545,True,-0.008494828755765238,0.09285791312286545,True,-0.0027899569583148542,0.10060376430025125,True,-0.0027899569583148542
4,rdflex,global_linear,0.10406489696610002,0.09261744966442953,cutoff,triangular,0.09858286426705873,0.10434968564387073,0.10434968564387073,0.025806992743159098,0.025806992743159098,0.025806992743159098,0.051759104962672775,0.05752592633948478,0.053768909317992365,0.14540662357144468,0.15117344494825669,0.1549304619697491,0.0936475186087719,True,-0.005482032699041295,0.0936475186087719,True,0.0002847886777707087,0.10116155265175675,True,0.0002847886777707087
4,rdflex,lgbm,0.10406489696610002,0.09261744966442953,cutoff,triangular,0.08516548036314267,0.09390143102097397,0.09390143102097397,0.02294896784073994,0.02294896784073994,0.02294896784073994,0.04519516739647295,0.05393111805430425,0.048922280570755754,0.1251357933298124,0.13387174398764368,0.13888058147119217,0.07994062593333945,True,-0.018899416602957353,0.07994062593333942,True,-0.010163465945126057,0.08995830090043641,True,-0.010163465945126057
4,rdflex,stacking_regressor,0.10406489696610002,0.09261744966442953,cutoff,triangular,0.08352953408272361,0.09224951569818635,0.09224951569818635,0.022505477058632796,0.022505477058632796,0.022505477058632796,0.044694799156609635,0.05341478077207237,0.04813959120837363,0.12236426900883758,0.13108425062430032,0.13635944018799906,0.07766946985222795,True,-0.020535362883376415,0.07766946985222795,True,-0.011815381267913677,0.08821984897962543,True,-0.011815381267913677
5,rdrobust,linear,0.10406489696610002,0.09261744966442953,cutoff,triangular,0.09043710584709663,0.10205754679126333,0.10205754679126333,0.01765875621750776,0.01765875621750776,0.02076828084055887,0.055826579649008674,0.06744702059317537,0.06135246432295471,0.1250476320451846,0.1366680729893513,0.14276262925957195,0.06922105239617593,True,-0.01362779111900339,0.06922105239617593,True,-0.0020073501748366918,0.08141016493661724,True,-0.0020073501748366918
5,rdflex,linear,0.10406489696610002,0.09261744966442953,cutoff,triangular,0.13232793019051975,0.14122148500253315,0.14122148500253315,0.054172362779687164,0.054172362779687164,0.054172362779687164,0.03021937127256516,0.03911292608457856,0.035045604996908175,0.23443648910847434,0.24333004392048774,0.24739736500815812,0.20421711783590918,True,0.028263033224419726,0.20421711783590918,True,0.037156588036433125,0.21235176001124995,True,0.037156588036433125
5,rdflex,global_linear,0.10406489696610002,0.09261744966442953,cutoff,triangular,0.11726501825808491,0.12306284117369057,0.12306284117369057,0.049769110620404226,0.049769110620404226,0.049769110620404226,0.02321445909410534,0.029012282009710996,0.025517176815108386,0.21131557742206447,0.21711340033767013,0.22060850553227274,0.18810111832795912,True,0.01320012129198489,0.18810111832795912,True,0.018997944207590545,0.19509132871716434,True,0.018997944207590545
5,rdflex,lgbm,0.10406489696610002,0.09261744966442953,cutoff,triangular,0.05121467510125024,0.04873666759888888,0.04873666759888888,0.029329159684242326,0.029329159684242326,0.029329159684242326,0.0005199785971066115,-0.0019580289052547467,-0.008747429079050226,0.10190937160539387,0.09943136410303251,0.10622076427682799,0.10138939300828725,False,-0.052850221864849785,0.10138939300828725,False,-0.05532822936721114,0.11496819335587821,True,-0.05532822936721114
5,rdflex,stacking_regressor,0.10406489696610002,0.09261744966442953,cutoff,triangular,0.08854593804166394,0.09352136486561786,0.09352136486561786,0.041322973430439586,0.041322973430439586,0.041322973430439586,0.016354311546106018,0.021329738370059942,0.012529825207850703,0.16073756453722188,0.1657129913611758,0.17451290452338503,0.14438325299111587,True,-0.015518958924436083,0.14438325299111585,True,-0.010543532100482159,0.16198307931553432,True,-0.010543532100482159
6,rdrobust,linear,0.10406489696610002,0.09261744966442953,cutoff,triangular,0.13170619218326174,0.15525310998666442,0.15525310998666442,0.017374873347758547,0.017374873347758547,0.020436429397002836,0.09765206618571011,0.12119898398911279,0.11519844439594325,0.16576031818081338,0.18930723598421606,0.1953077755773856,0.06810825199510327,True,0.027641295217161715,0.06810825199510327,False,0.051188213020564394,0.08010933118144235,False,0.051188213020564394
6,rdflex,linear,0.10406489696610002,0.09261744966442953,cutoff,triangular,0.16964141569458302,0.18265306456740077,0.18265306456740077,0.04583969780113304,0.04583969780113304,0.04583969780113304,0.0851907088961526,0.09820235776897035,0.09280890781498011,0.25409212249301344,0.2671037713658312,0.27249722131982146,0.16890141359686084,True,0.065576518728483,0.16890141359686084,True,0.07858816760130075,0.17968831350484135,True,0.07858816760130075
6,rdflex,global_linear,0.10406489696610002,0.09261744966442953,cutoff,triangular,0.14981782852345493,0.15971423977413776,0.15971423977413776,0.044815323437997365,0.044815323437997365,0.044815323437997365,0.06732572707806504,0.07722213832874787,0.07187781988014917,0.2323099299688448,0.24220634121952767,0.24755065966812634,0.16498420289077975,True,0.04575293155735491,0.1649842028907798,True,0.05564934280803774,0.17567283978797715,True,0.05564934280803774
6,rdflex,lgbm,0.10406489696610002,0.09261744966442953,cutoff,triangular,0.0714737164563762,0.07632472666541426,0.07632472666541426,0.025482324270722924,0.025482324270722924,0.025482324270722924,0.028818548957018256,0.03366955916605632,0.02638028885242643,0.11412888395573413,0.1189798941647722,0.12626916447840209,0.08531033499871588,True,-0.03259118050972383,0.08531033499871588,True,-0.027740170300685763,0.09988887562597565,True,-0.027740170300685763
6,rdflex,stacking_regressor,0.10406489696610002,0.09261744966442953,cutoff,triangular,0.11669923292624863,0.13642801339820151,0.13642801339820151,0.033595650847196075,0.033595650847196075,0.033595650847196075,0.06029762538672307,0.08002640585867596,0.07058174770051465,0.1731008404657742,0.19282962093772707,0.20227427909588838,0.11280321507905114,True,0.01263433596014861,0.11280321507905111,True,0.03236311643210149,0.13169253139537374,True,0.03236311643210149
7,rdrobust,linear,0.10406489696610002,0.09261744966442953,cutoff,triangular,0.12885783593354366,0.15422452769124603,0.15422452769124603,0.018916283674661936,0.018916283674661936,0.022328392972289484,0.09178260120986328,0.11714929296756565,0.1104616816329014,0.16593307065722404,0.1912997624149264,0.19798737374959066,0.07415046944736076,True,0.02479293896744364,0.07415046944736076,False,0.05015963072514601,0.08752569211668926,False,0.05015963072514601
7,rdflex,linear,0.10406489696610002,0.09261744966442953,cutoff,triangular,0.2030942019648216,0.22470496507616852,0.22470496507616852,0.050954998406297754,0.050954998406297754,0.050954998406297754,0.10992083387999191,0.13153159699133882,0.12483500336752908,0.2962675700496513,0.3178783331609982,0.324574926784808,0.1863467361696594,False,0.09902930499872159,0.1863467361696594,False,0.1206400681100685,0.19973992341727892,False,0.1206400681100685
7,rdflex,global_linear,0.10406489696610002,0.09261744966442953,cutoff,triangular,0.1965015326540285,0.21634570566997763,0.21634570566997763,0.048292491003129726,0.048292491003129726,0.048292491003129726,0.10818967597142833,0.12803384898737746,0.12169416258011878,0.2848133893366287,0.3046575623525778,0.3109972487598365,0.17662371336520039,False,0.09243663568792848,0.17662371336520033,False,0.1122808087038776,0.1893030861797177,False,0.1122808087038776
7,rdflex,lgbm,0.10406489696610002,0.09261744966442953,cutoff,triangular,0.1413250002129044,0.15106346189065664,0.15106346189065664,0.032268582459587844,0.032268582459587844,0.032268582459587844,0.08489101225311585,0.0946294739308681,0.08781820243770355,0.19775898817269294,0.2074974498504452,0.21430872134360973,0.11286797591957709,True,0.03726010324680437,0.11286797591957709,True,0.04699856492455662,0.12649051890590618,True,0.04699856492455662
7,rdflex,stacking_regressor,0.10406489696610002,0.09261744966442953,cutoff,triangular,0.15411092720942202,0.17841086241319443,0.17841086241319443,0.03964115593948146,0.03964115593948146,0.03964115593948146,0.08670574861346725,0.11100568381723966,0.10071562446627472,0.22151610580537678,0.2458160410091492,0.25610610036011416,0.13481035719190954,True,0.05004603024332199,0.13481035719190954,False,0.0743459654470944,0.15539047589383945,True,0.0743459654470944
8,rdrobust,linear,0.10406489696610002,0.09261744966442953,cutoff,triangular,0.08798341461478774,0.09966159593206998,0.09966159593206998,0.011813648383316892,0.011813648383316892,0.01425393497265298,0.0648290892574668,0.07650727057474904,0.07172439674769422,0.11113773997210868,0.12281592128939092,0.12759879511644573,0.04630865071464188,True,-0.01608148235131228,0.04630865071464188,True,-0.004403301034030041,0.05587439836875151,True,-0.004403301034030041
8,rdflex,linear,0.10406489696610002,0.09261744966442953,cutoff,triangular,0.12238974274377354,0.12766793804835586,0.12766793804835586,0.027320859884813697,0.027320859884813697,0.027320859884813697,0.07142673223394576,0.07670492753852808,0.07412003664745588,0.17335275325360133,0.17863094855818362,0.18121583944925584,0.10192602101965557,True,0.018324845777673515,0.10192602101965555,True,0.023603041082255832,0.10709580280179996,True,0.023603041082255832
8,rdflex,global_linear,0.10406489696610002,0.09261744966442953,cutoff,triangular,0.13379703840615534,0.140064686260124,0.140064686260124,0.03205171912428362,0.03205171912428362,0.03205171912428362,0.0744272765577988,0.08069492441176745,0.07724447113393443,0.19316680025451188,0.19943444810848054,0.20288490138631357,0.11873952369671309,True,0.029732141440055315,0.11873952369671309,True,0.035999789294023976,0.12564043025237914,True,0.035999789294023976
8,rdflex,lgbm,0.10406489696610002,0.09261744966442953,cutoff,triangular,0.06644837123522729,0.06816368693465118,0.06816368693465118,0.02623560817231012,0.02623560817231012,0.02623560817231012,0.019905610281353465,0.021620925980777354,0.016742839804418624,0.11299113218910112,0.11470644788852499,0.11958453406488373,0.09308552190774766,True,-0.037616525730872735,0.09308552190774763,True,-0.035901210031448846,0.1028416942604651,True,-0.035901210031448846
8,rdflex,stacking_regressor,0.10406489696610002,0.09261744966442953,cutoff,triangular,0.10593677055408399,0.11308840857573013,0.11308840857573013,0.02641987209619857,0.02641987209619857,0.02641987209619857,0.05923161572288663,0.06638325374453277,0.061306410791026195,0.15264192538528135,0.1597935634069275,0.16487040636043407,0.09341030966239472,True,0.0018718735879839632,0.09341030966239472,True,0.009023511609630108,0.10356399556940787,True,0.009023511609630108
9,rdrobust,linear,0.10406489696610002,0.09261744966442953,cutoff,triangular,0.08687589990732075,0.09689782284833451,0.09689782284833451,0.013288642496182413,0.013288642496182413,0.01577046834576932,0.060830639211374785,0.07085256215238854,0.06598827287129769,0.11292116060326672,0.12294308354428048,0.12780737282537133,0.052090521391891936,True,-0.01718899705877927,0.052090521391891936,True,-0.007167074117765515,0.06181909995407364,True,-0.007167074117765515
9,rdflex,linear,0.10406489696610002,0.09261744966442953,cutoff,triangular,0.115886608760244,0.12091003517821328,0.12091003517821328,0.02733449788686492,0.02733449788686492,0.02733449788686492,0.0647224098894861,0.06974583630745539,0.06733540378447181,0.16705080763100189,0.17207423404897115,0.17448466657195474,0.10232839774151578,True,0.011821711794143971,0.10232839774151577,True,0.016845138212113253,0.10714926278748294,True,0.016845138212113253
9,rdflex,global_linear,0.10406489696610002,0.09261744966442953,cutoff,triangular,0.12249005460861394,0.1282811801644588,0.1282811801644588,0.029477856916761875,0.029477856916761875,0.029477856916761875,0.06759526435468602,0.07338638991053087,0.07050564226618061,0.17738484486254186,0.18317597041838674,0.186056718062737,0.10978958050785584,True,0.018425157642513915,0.10978958050785587,True,0.02421628319835878,0.11555107579655638,True,0.02421628319835878
9,rdflex,lgbm,0.10406489696610002,0.09261744966442953,cutoff,triangular,0.11160315128110075,0.11306634438799679,0.11306634438799679,0.049178148516311936,0.049178148516311936,0.049178148516311936,0.025378259806841177,0.026841452913737213,0.016678944469663504,0.1978280427553603,0.19929123586225636,0.20945374430633007,0.17244978294851915,True,0.007538254315000728,0.17244978294851915,True,0.009001447421896763,0.19277479983666657,True,0.009001447421896763
9,rdflex,stacking_regressor,0.10406489696610002,0.09261744966442953,cutoff,triangular,0.08523035824359064,0.10573419956403005,0.10573419956403005,0.027828443544937447,0.027828443544937447,0.027828443544937447,0.03935971865525838,0.05986355997569778,0.0511914524701465,0.13110099783192292,0.1516048391523623,0.1602769466579136,0.09174127917666454,True,-0.018834538722509384,0.09174127917666453,True,0.0016693025979300224,0.10908549418776708,True,0.0016693025979300224
10,rdrobust,linear,0.10406489696610002,0.09261744966442953,cutoff,triangular,0.11842625671580094,0.13865346859265043,0.13865346859265043,0.01865817362367602,0.01865817362367602,0.02221765762571548,0.08185690839610074,0.10208412027295025,0.0951076598254064,0.15499560503550114,0.17522281691235062,0.18219927735989447,0.0731386966394004,True,0.014361359749700917,0.07313869663940037,True,0.03458857162655041,0.08709161753448807,True,0.03458857162655041
10,rdflex,linear,0.10406489696610002,0.09261744966442953,cutoff,triangular,0.16559278059288365,0.17889972930179204,0.17889972930179204,0.03654064707056299,0.03654064707056299,0.03654064707056299,0.09880666668723681,0.1121136153961452,0.10728137707169956,0.2323788944985305,0.2456858432074389,0.25051808153188454,0.1335722278112937,True,0.06152788362678363,0.1335722278112937,False,0.07483483233569202,0.143236704460185,False,0.07483483233569202
10,rdflex,global_linear,0.10406489696610002,0.09261744966442953,cutoff,triangular,0.16070527638078538,0.17232872442944255,0.17232872442944255,0.036431323263126265,0.036431323263126265,0.036431323263126265,0.09371979860287176,0.10534324665152893,0.10092464292457884,0.227690754158699,0.23931420220735616,0.24373280593430627,0.13397095555582722,True,0.05664037941468536,0.13397095555582722,False,0.06826382746334253,0.14280816300972743,True,0.06826382746334253
10,rdflex,lgbm,0.10406489696610002,0.09261744966442953,cutoff,triangular,0.10962906437167735,0.12214781994735352,0.12214781994735352,0.03142169572378519,0.03142169572378519,0.03142169572378519,0.05565319786940889,0.06817195344508506,0.06056242799555832,0.16360493087394581,0.17612368644962198,0.1837332118991487,0.10795173300453692,True,0.0055641674055773305,0.10795173300453692,True,0.018082922981253496,0.12317078390359039,True,0.018082922981253496
10,rdflex,stacking_regressor,0.10406489696610002,0.09261744966442953,cutoff,triangular,0.1485648079970856,0.16215712045476668,0.16215712045476668,0.04649432066713333,0.04649432066713333,0.04649432066713333,0.06976605596501051,0.08335836842269159,0.07102992646152906,0.2273635600291607,0.24095587248684178,0.2532843144480043,0.15759750406415018,True,0.04449991103098558,0.15759750406415018,True,0.05809222348866666,0.18225438798647525,True,0.05809222348866666
11,rdrobust,linear,0.10406489696610002,0.09261744966442953,cutoff,triangular,0.0756247850680252,0.08292201501068547,0.08292201501068547,0.011583528860651655,0.011583528860651655,0.01394758503807846,0.052921485687267664,0.060218715629927935,0.055585250664741966,0.09832808444878273,0.105625314391443,0.11025877935662898,0.045406598761515066,False,-0.028440111898074827,0.045406598761515066,True,-0.021142881955414555,0.05467352869188701,True,-0.021142881955414555
11,rdflex,linear,0.10406489696610002,0.09261744966442953,cutoff,triangular,0.11564509751662452,0.12068759627125525,0.12068759627125525,0.03402789769876534,0.03402789769876534,0.03402789769876534,0.052029145802060875,0.0570716445566916,0.0539941423120618,0.17926104923118819,0.18430354798581888,0.1873810502304487,0.12723190342912732,True,0.0115802005505245,0.12723190342912727,True,0.016622699305155225,0.13338690791838692,True,0.016622699305155225
11,rdflex,global_linear,0.10406489696610002,0.09261744966442953,cutoff,triangular,0.12101103868504946,0.12654488893983185,0.12654488893983185,0.03507698880821816,0.03507698880821816,0.03507698880821816,0.055514865792613055,0.06104871604739544,0.05779525418960969,0.18650721157748587,0.19204106183226827,0.195294523690054,0.13099234578487282,True,0.01694614171894944,0.13099234578487284,True,0.022479991973731822,0.13749926950044433,True,0.022479991973731822
11,rdflex,lgbm,0.10406489696610002,0.09261744966442953,cutoff,triangular,0.0773333921674169,0.0826996428108656,0.0826996428108656,0.02603091144492874,0.02603091144492874,0.02603091144492874,0.03273353853741148,0.03809978918086018,0.03167999389405377,0.12193324579742232,0.12729949644087102,0.13371929172767744,0.08919970726001084,True,-0.026731504798683123,0.08919970726001084,True,-0.021365254155234423,0.10203929783362367,True,-0.021365254155234423
11,rdflex,stacking_regressor,0.10406489696610002,0.09261744966442953,cutoff,triangular,0.1132503785299291,0.13032080896161963,0.13032080896161963,0.03304298966499399,0.03304298966499399,0.03304298966499399,0.05633002707659401,0.07340045750828453,0.06555773927670218,0.17017072998326419,0.18724116041495473,0.1950838786465371,0.11384070290667017,True,0.009185481563829076,0.1138407029066702,True,0.026255911995519604,0.12952613936983493,True,0.026255911995519604
12,rdrobust,linear,0.10406489696610002,0.09261744966442953,cutoff,triangular,0.07568435371286487,0.08500289305447592,0.08500289305447592,0.011133559946931146,0.011133559946931146,0.01337373281880509,0.053862977197162154,0.0631815165387732,0.05879085839075661,0.0975057302285676,0.10682426957017864,0.11121492771819523,0.04364275303140544,False,-0.02838054325323515,0.04364275303140544,True,-0.019062003911624104,0.05242406932743862,True,-0.019062003911624104
12,rdflex,linear,0.10406489696610002,0.09261744966442953,cutoff,triangular,0.1043048522556148,0.11029776897465361,0.11029776897465361,0.03703159955822382,0.03703159955822382,0.03703159955822382,0.035892638716497435,0.04188555543553625,0.037717167550625555,0.17271706579473217,0.17870998251377096,0.18287837039868166,0.13682442707823472,True,0.0002399552895147733,0.13682442707823472,True,0.006232872008553589,0.14516120284805611,True,0.006232872008553589
12,rdflex,global_linear,0.10406489696610002,0.09261744966442953,cutoff,triangular,0.11079704365609175,0.11799422943484235,0.11799422943484235,0.0342746829916425,0.0342746829916425,0.0342746829916425,0.04722224924248554,0.05441943502123614,0.05081708518969549,0.17437183806969797,0.18156902384844856,0.1851713736799892,0.12714958882721245,True,0.006732146689991725,0.12714958882721242,True,0.013929332468742325,0.1343542884902937,True,0.013929332468742325
