setting,method,duration,error,coef_conventional,coef_robust,coef_bias_corrected,se_conventional,se_robust,se_bias_corrected,ci_0025_conventional,ci_0975_conventional,ci_0025_robust,ci_0975_robust,ci_0025_bias_corrected,ci_0975_bias_corrected,rep,rep_seed,setting_param_fuzzy,setting_data_remove_unexplained,setting_data_subrule,setting_data_score,setting_data_covariates
boundarypoint,rdrobust,0.8330807685852051,Matrix is not positive definite,,,,,,,,,,,,,88,1812863563,True,True,False,boundarypoint,[]
yieldimprovement_intent2treat_explained,rdflex_global_linear,1.0261611938476562,,-0.05408320922831492,-0.054691048834287354,-0.054691048834287354,0.004041382167795593,0.004041382167795593,0.006099292727696334,-0.062004172724956695,-0.04616224573167315,-0.06664544291173924,-0.04273665475683547,-0.06261201233092913,-0.04677008533764558,36,2091329539,False,True,False,yieldimprovement,[]
distance_fuzzy_explained,rdflex_lgbm,4.903028726577759,,-0.03543572137490235,-0.03180869203371788,-0.03180869203371788,0.013970706393670772,0.013970706393670772,0.01572620653768877,-0.06281780274508053,-0.008053640004724173,-0.06263149046102622,-0.0009858936064095492,-0.05919077340389606,-0.004426610663539707,28,2932894963,True,True,False,distance,[]
distance_intent2treat_explained_subrule,rdflex_local_linear,0.573110818862915,,-0.06325228179177701,-0.06432568126563606,-0.06432568126563606,0.008981724826600038,0.008981724826600038,0.01076669937810153,-0.08085613897096235,-0.04564842461259168,-0.08542802427908486,-0.04322333825218727,-0.0819295384448214,-0.04672182408645073,11,1657101622,False,True,True,distance,[]
distance_fuzzy_explained,rdflex_local_linear,1.2024335861206055,,-0.057445325509022385,-0.05709256727281462,-0.05709256727281462,0.0119209723991439,0.0119209723991439,0.013809950041026328,-0.08081000207204048,-0.034080648946004294,-0.08415957198152367,-0.030025562564105577,-0.0804572438358327,-0.03372789070979654,11,1657101622,True,True,False,distance,[]
boundarymindist_fuzzy_unexplained,oracle_kernel,37.94118309020996,,-0.06509923279810566,,,,,,,,,,,,51,3500072816,True,False,False,boundarymindist,[]
boundarymindist_intent2treat_explained,rdflex_lgbm,3.028904914855957,,-0.07165666818202164,-0.06998325073969686,-0.06998325073969686,0.016397579038695122,0.016397579038695122,0.019000495793266597,-0.103795332531513,-0.03951800383253028,-0.1072235381829042,-0.03274296329648952,-0.10212191508918822,-0.03784458639020549,12,3931054374,False,True,False,boundarymindist,[]
distance_intent2treat_explained_subrule,rdflex_lgbm,2.4644761085510254,,-0.04564606064938696,-0.04379430366252627,-0.04379430366252627,0.009997419402626478,0.009997419402626478,0.012129800584176984,-0.0652406426168768,-0.026051478681897125,-0.06756827594716606,-0.02002033137788647,-0.0633888856300161,-0.02419972169503643,91,1334706736,False,True,True,distance,[]
boundarypoint,rdrobustnocovs,0.004877328872680664,Matrix is not positive definite,,,,,,,,,,,,,4,1966969161,True,True,False,boundarypoint,[]
distance_intent2treat_explained_subrule,rdrobustnocovs,0.062150001525878906,,-0.06754487660389441,-0.06878340463546684,-0.06878340463546684,0.010747352432523309,0.013207088591353118,0.010747352432523309,-0.08860930030079904,-0.04648045290698978,-0.09466882261514878,-0.04289798665578489,-0.08984782833237147,-0.04771898093856221,48,3097302936,False,True,True,distance,[]
yieldimprovement_fuzzy_explained,rdflex_local_linear,1.5039665699005127,,-0.09351857784769148,-0.09402959735071975,-0.09402959735071975,0.008767649498226374,0.008767649498226374,0.013062664597333289,-0.11070285509328584,-0.07633430060209712,-0.11963194950361941,-0.06842724519782009,-0.11121387459631413,-0.07684532010512538,44,1760751290,True,True,False,yieldimprovement,[]
distance_intent2treat_explained,rdrobust,1.3072357177734375,,-0.03514308551488154,-0.032630570786902124,-0.032630570786902124,0.010248032273740531,0.012035973197027773,0.010248032273740531,-0.0552288596838171,-0.015057311345945977,-0.05622064477196597,-0.009040496801838278,-0.052716344955837685,-0.012544796617966564,1,3629568596,False,True,False,distance,[]
yieldimprovement_intent2treat_explained,rdflex_stacking_lgbm,46.381341218948364,,-0.03511363279458714,-0.028906006698677995,-0.028906006698677995,0.003731635323472914,0.003731635323472914,0.0056395485151265815,-0.04242750363203152,-0.027799761957142753,-0.039959318677392434,-0.017852694719963556,-0.03621987753612238,-0.02159213586123361,7,1580891310,False,True,False,yieldimprovement,[]
yieldimprovement_fuzzy_explained,rdflex_local_linear,1.5311572551727295,,-0.08124866271767663,-0.06399704337014007,-0.06399704337014007,0.00713675446994897,0.00713675446994897,0.011492870943493145,-0.09523644444528184,-0.06726088099007141,-0.08652265649835351,-0.041471430241926635,-0.07798482509774529,-0.05000926164253485,35,2617095959,True,True,False,yieldimprovement,[]
distance_intent2treat_explained,rdflex_local_linear,0.8961420059204102,,-0.023131432619262336,-0.020712562662365964,-0.020712562662365964,0.0069922217056682615,0.0069922217056682615,0.0077805446489288,-0.03683593533429136,-0.009426929904233317,-0.035962149954372254,-0.005462975370359677,-0.03441706537739499,-0.0070080599473369455,36,2091329539,False,True,False,distance,[]
boundarymindist_fuzzy_unexplained,rdflex_local_linear,1.5818252563476562,,-0.031292546781489475,-0.01309402249592213,-0.01309402249592213,0.036762396474669265,0.036762396474669265,0.04475744407123717,-0.10334551985722348,0.040760426294244534,-0.10081700091561276,0.07462895592376849,-0.08514699557165614,0.058958950579811875,32,2793964324,True,False,False,boundarymindist,[]
yieldimprovement_intent2treat_explained,rdrobustnocovs,0.2981390953063965,,-0.046855430433625944,-0.04422759532172971,-0.04422759532172971,0.0035884886637697743,0.006119931683334073,0.0035884886637697743,-0.053888738973544965,-0.03982212189370692,-0.05622244100891008,-0.032232749634549335,-0.05126090386164873,-0.037194286781810686,67,1017245192,False,True,False,yieldimprovement,[]
yieldimprovement_fuzzy_explained,rdrobustnocovs,0.3354213237762451,,-0.07050146788205412,-0.07603002671599716,-0.07603002671599716,0.00544215436667961,0.008624633991596506,0.00544215436667961,-0.08116789443905355,-0.0598350413250547,-0.09293399871936625,-0.059126054712628086,-0.08669645327299659,-0.06536360015899774,26,3009756611,True,True,False,yieldimprovement,[]
boundarypoint,rdflex_local_linear,0.004057168960571289,Matrix is not positive definite,,,,,,,,,,,,,10,1959717888,True,True,False,boundarypoint,[]
distance_intent2treat_explained,oracle_neighbour,5.316734313964844e-05,,-0.1142632547832918,,,,,,,,,,,,32,2793964324,False,True,False,distance,[]
boundarymindist_intent2treat_explained,rdrobust,1.4246361255645752,,-0.03753987821645733,-0.03812871284830429,-0.03812871284830429,0.016246857679744823,0.018253079383252806,0.016246857679744823,-0.06938313413070517,-0.005696622302209492,-0.07390409104643036,-0.0023533346501782085,-0.06997196876255213,-0.006285456934056452,37,29749431,False,True,False,boundarymindist,[]
boundarymindist_intent2treat_unexplained,oracle_kernel,51.895283699035645,,-0.06637514543584828,,,,,,,,,,,,34,3216405119,False,False,False,boundarymindist,[]
boundarymindist_intent2treat_unexplained,rdflex_local_linear,0.8638839721679688,,-0.03325759598287727,-0.03717344865348098,-0.03717344865348098,0.011411241205664764,0.011411241205664764,0.013535184644568498,-0.05562321776487963,-0.010891974200874906,-0.06370192308093481,-0.010644974226027153,-0.05953907043548334,-0.014807826871478622,97,2652205589,False,False,False,boundarymindist,[]
distance_intent2treat_explained_subrule,rdflex_stacking_lgbm,20.028257608413696,,-0.057228899463788674,-0.05527583588928193,-0.05527583588928193,0.01082001185392445,0.01082001185392445,0.012686049052156336,-0.07843573300977705,-0.03602206591780029,-0.08014003513761683,-0.03041163664094702,-0.07648266943527031,-0.03406900234329355,36,2091329539,False,True,True,distance,[]
yieldimprovement_fuzzy_explained,rdrobustnocovs,0.3329777717590332,,-0.07545104595053653,-0.08221054722639265,-0.08221054722639265,0.005487745385732058,0.008640145994922665,0.005487745385732058,-0.08620682926289723,-0.06469526263817584,-0.09914492219760906,-0.06527617225517623,-0.09296633053875335,-0.07145476391403195,5,2395494589,True,True,False,yieldimprovement,[]
boundarymindist_fuzzy_unexplained,rdflex_local_linear,1.582707405090332,,-0.10375389552907707,-0.10341389503615177,-0.10341389503615177,0.04452895435607015,0.04452895435607015,0.052567895852378546,-0.19102904233620252,-0.016478748721951625,-0.2064450776498662,-0.0003827124224373285,-0.19068904184327723,-0.01613874822902632,61,1498151398,True,False,False,boundarymindist,[]
distance_fuzzy_explained,rdrobust,1.3928453922271729,,-0.06266866866702903,-0.059588272915128304,-0.059588272915128304,0.020778672183577925,0.02417269821795556,0.020778672183577925,-0.103394117793406,-0.02194321954065205,-0.10696589083147674,-0.012210654998779866,-0.10031372204150528,-0.01886282378875133,0,3182414962,True,True,False,distance,[]
boundarypoint,oracle_kernel,51.923556327819824,,-0.05586540064840365,,,,,,,,,,,,28,2932894963,True,True,False,boundarypoint,[]
yieldimprovement_intent2treat_explained,rdflex_global_linear,1.0323762893676758,,-0.047308315158471045,-0.03974421575188193,-0.03974421575188193,0.003723249087639775,0.003723249087639775,0.005950278451294045,-0.05460574927571662,-0.04001088104122547,-0.051406547214403034,-0.028081884289360832,-0.047041649869127504,-0.03244678163463636,31,157957547,False,True,False,yieldimprovement,[]
yieldimprovement_intent2treat_explained,oracle_neighbour,0.00011658668518066406,,-0.09332862680699283,,,,,,,,,,,,11,1657101622,False,True,False,yieldimprovement,[]
boundarymindist_intent2treat_unexplained,rdrobustnocovs,0.24331283569335938,,0.003063409579233678,0.005442558436577483,0.005442558436577483,0.009414438594248979,0.01090314786584398,0.009414438594248979,-0.015388551000158214,0.02151537015862557,-0.015927218698591473,0.026812335571746438,-0.01300940214281441,0.023894519015969375,81,2805854093,False,False,False,boundarymindist,[]
boundarymindist_fuzzy_unexplained,rdflex_stacking_lgbm,84.72820401191711,,-0.05335437830891365,-0.05685721805624215,-0.05685721805624215,0.020487843715112537,0.020487843715112537,0.024879943586681233,-0.09350981411141952,-0.013198942506407782,-0.10562101142352567,-0.008093424688958635,-0.09701265385874802,-0.01670178225373628,78,941831014,True,False,False,boundarymindist,[]
yieldimprovement_intent2treat_explained,rdrobust,2.0470569133758545,,-0.03437064608852639,-0.0345986912818861,-0.0345986912818861,0.003843015600519127,0.0063517552513319905,0.003843015600519127,-0.041902818257569446,-0.026838473919483335,-0.04704790281310996,-0.02214947975066224,-0.04213086345092915,-0.02706651911284304,21,1091097415,False,True,False,yieldimprovement,[]
yieldimprovement_intent2treat_explained,rdrobustnocovs,0.29718971252441406,,-0.0539444461307258,-0.05697884488253957,-0.05697884488253957,0.003876526787308652,0.006348257051338641,0.003876526787308652,-0.06154229901895552,-0.04634659324249608,-0.06942120006776575,-0.04453648969731339,-0.06457669777076928,-0.04938099199430985,72,975584376,False,True,False,yieldimprovement,[]
distance_fuzzy_explained,oracle_kernel,0.7999069690704346,,-0.04717113251611192,,,,,,,,,,,,15,2625698656,True,True,False,distance,[]
yieldimprovement_intent2treat_explained,rdrobust,1.9322192668914795,,-0.03988597744203337,-0.033335766745081694,-0.033335766745081694,0.003779612824976905,0.005680570343586596,0.003779612824976905,-0.0472938824544938,-0.03247807242957294,-0.04446948003015774,-0.022202053460005644,-0.04074367175754212,-0.02592786173262127,81,2805854093,False,True,False,yieldimprovement,[]
yieldimprovement_intent2treat_explained,rdrobust,2.0607941150665283,,-0.041448891557431033,-0.040923877994639805,-0.040923877994639805,0.0036339470317977574,0.0059308864336240176,0.0036339470317977574,-0.048571296861480866,-0.0343264862533812,-0.05254820180094009,-0.029299554188339523,-0.04804628329868964,-0.03380147269058997,12,3931054374,False,True,False,yieldimprovement,[]
boundarymindist_intent2treat_explained,rdrobust,1.4190700054168701,,-0.07049909528645038,-0.07102343024563615,-0.07102343024563615,0.014426524645588867,0.01739731019562828,0.014426524645588867,-0.09877456401388401,-0.04222362655901673,-0.10512153165693906,-0.036925328834333235,-0.09929889897306979,-0.0427479615182025,49,3950406464,False,True,False,boundarymindist,[]
distance_intent2treat_explained_subrule,oracle_neighbour,3.5762786865234375e-05,,-0.04229796801337393,,,,,,,,,,,,18,214521254,False,True,True,distance,[]
distance_fuzzy_explained,oracle_kernel,0.825986385345459,,-0.081463862011838,,,,,,,,,,,,6,3271189345,True,True,False,distance,[]
distance_intent2treat_explained_subrule,rdflex_global_linear,0.5415639877319336,,-0.03578943515376029,-0.03321603973560652,-0.03321603973560652,0.008046602559540034,0.008046602559540034,0.00914053473135329,-0.051560486368366576,-0.02001838393915401,-0.05113115860849647,-0.015300920862716578,-0.04898709095021281,-0.01744498852100024,19,65668574,False,True,True,distance,[]
distance_intent2treat_explained,rdflex_stacking_lgbm,46.851099252700806,,-0.015965320886565694,-0.01317519500118556,-0.01317519500118556,0.007438897030142426,0.007438897030142426,0.008476762032690441,-0.030545291150346817,-0.001385350622784571,-0.029789343290775365,0.0034389532884042465,-0.027755165264966682,0.0014047752625955638,85,520597901,False,True,False,distance,[]
boundarymindist_intent2treat_unexplained,rdflex_stacking_lgbm,57.06581497192383,,-0.08459890461757419,-0.09149572198764151,-0.09149572198764151,0.013450084782087783,0.013450084782087783,0.014464175267356131,-0.1109605863794765,-0.05823722285567187,-0.11984498457773454,-0.06314645939754848,-0.11785740374954383,-0.0651340402257392,33,2437564935,False,False,False,boundarymindist,[]
yieldimprovement_intent2treat_explained,rdflex_stacking_lgbm,46.976534843444824,,-0.035633742823581366,-0.030833412242697925,-0.030833412242697925,0.0036906310755005145,0.0036906310755005145,0.0058750187538535205,-0.0428672468117867,-0.028400238835376033,-0.04234823740874821,-0.019318587076647638,-0.03806691623090326,-0.023599908254492593,74,3519764357,False,True,False,yieldimprovement,[]
boundarypoint,rdflex_global_linear,0.004109382629394531,Matrix is not positive definite,,,,,,,,,,,,,47,1940935336,True,True,False,boundarypoint,[]
distance_intent2treat_explained,rdrobustnocovs,0.1433866024017334,,-0.015327052960661058,-0.013028232797612893,-0.013028232797612893,0.0071933293024319936,0.0082186891470066,0.0071933293024319936,-0.029425719322364395,-0.00122838659895772,-0.02913656752587605,0.0030801019306502635,-0.02712689915931623,0.0010704335640904453,50,952497169,False,True,False,distance,[]
yieldimprovement_intent2treat_explained,oracle_neighbour,0.00011920928955078125,,-0.08977046805439193,,,,,,,,,,,,51,3500072816,False,True,False,yieldimprovement,[]
boundarymindist_fuzzy_unexplained,rdrobust,1.840264081954956,,-0.08718946836571194,-0.08791908484712539,-0.08791908484712539,0.020607452378922125,0.021211394321514535,0.020607452378922125,-0.12757933284152356,-0.046799603889900315,-0.1294926537791713,-0.04634551591507949,-0.12830894932293702,-0.04752922037131377,96,52000052,True,False,False,boundarymindist,[]
yieldimprovement_fuzzy_explained,rdflex_global_linear,1.4416427612304688,,-0.07587441960486124,-0.08583646510618274,-0.08583646510618274,0.00530918963464707,0.00530918963464707,0.008319074766845343,-0.08628024007586287,-0.06546859913385962,-0.10214155203389556,-0.06953137817846992,-0.09624228557718437,-0.07543064463518112,63,4256594433,True,True,False,yieldimprovement,[]
boundarymindist_intent2treat_explained,oracle_kernel,51.96475100517273,,-0.06590650376891574,,,,,,,,,,,,34,3216405119,False,True,False,boundarymindist,[]
distance_intent2treat_explained_subrule,rdrobust,0.24915528297424316,,-0.07082385504591795,-0.06976114553333596,-0.06976114553333596,0.01364469888896008,0.017462348284934575,0.01364469888896008,-0.0975669734481734,-0.04408073664366251,-0.1039867192573025,-0.03553557180936941,-0.0965042639355914,-0.04301802713108051,42,2475934341,False,True,True,distance,[]
boundarymindist_intent2treat_unexplained,rdflex_lgbm,3.051445245742798,,-0.030274457788651767,-0.03166389977708312,-0.03166389977708312,0.008519071518375481,0.008519071518375481,0.009611851460995191,-0.04697153114638866,-0.013577384430914871,-0.050502782465382395,-0.01282501708878385,-0.04836097313482002,-0.014966826419346227,36,2091329539,False,False,False,boundarymindist,[]
yieldimprovement_fuzzy_explained,rdflex_local_linear,1.4709076881408691,,-0.07802238961067307,-0.08452991287938119,-0.08452991287938119,0.006178556442485279,0.006178556442485279,0.009241618249852463,-0.09013213771439213,-0.065912641506954,-0.1026431518079601,-0.06641667395080228,-0.09663966098310026,-0.07242016477566213,32,2793964324,True,True,False,yieldimprovement,[]
distance_intent2treat_explained_subrule,oracle_neighbour,3.4332275390625e-05,,-0.04197662800574253,,,,,,,,,,,,49,3950406464,False,True,True,distance,[]
yieldimprovement_fuzzy_explained,oracle_kernel,23.73703408241272,,-0.08178393368137589,,,,,,,,,,,,65,2429958661,True,True,False,yieldimprovement,[]
boundarypoint,oracle_neighbour,0.00017642974853515625,,-0.07539682539682535,,,,,,,,,,,,8,153842668,True,True,False,boundarypoint,[]
distance_fuzzy_explained,rdflex_stacking_lgbm,62.64419674873352,,-0.02772015662777669,-0.02326626065592906,-0.02326626065592906,0.01340543695720982,0.01340543695720982,0.014834771648083885,-0.053994330260930146,-0.001445982994623233,-0.05234187880504938,0.005809357493191256,-0.049540434289082516,0.0030079129772243966,60,1158630380,True,True,False,distance,[]
boundarymindist_fuzzy_unexplained,rdrobust,2.026083469390869,,-0.06946081796972577,-0.06993662071620213,-0.06993662071620213,0.017319490348186205,0.019732705495462403,0.017319490348186205,-0.1034063952827598,-0.035515240656691725,-0.10861201280484405,-0.031261228627560214,-0.10388219802923618,-0.03599104340316809,70,1069158761,True,False,False,boundarymindist,[]
distance_intent2treat_explained_subrule,oracle_neighbour,3.504753112792969e-05,,-0.045816611355509296,,,,,,,,,,,,62,3683793255,False,True,True,distance,[]
boundarymindist_fuzzy_unexplained,rdrobustnocovs,0.31342029571533203,,-0.04106436606408122,-0.04122139323822476,-0.04122139323822476,0.02702655793383123,0.02707195431399546,0.02702655793383123,-0.09403544624047569,0.011906714112313255,-0.0942814486847696,0.011838662208320083,-0.09419247341461923,0.01174968693816971,78,941831014,True,False,False,boundarymindist,[]
yieldimprovement_fuzzy_explained,rdrobustnocovs,0.33717823028564453,,-0.07360521016834107,-0.07632843285121842,-0.07632843285121842,0.0052991959849810946,0.008595600171730096,0.0052991959849810946,-0.08399144344592327,-0.06321897689075887,-0.09317549961331571,-0.05948136608912112,-0.08671466612880062,-0.06594219957363621,48,3097302936,True,True,False,yieldimprovement,[]
boundarymindist_intent2treat_explained,rdrobustnocovs,0.18889808654785156,,-0.05141164328577097,-0.05152312296777628,-0.05152312296777628,0.010024154842802845,0.011185701546969259,0.010024154842802845,-0.0710586257531173,-0.03176466081842463,-0.07344669514165,-0.029599550793902564,-0.07117010543512262,-0.03187614050042994,23,2594786686,False,True,False,boundarymindist,[]
distance_fuzzy_explained,rdflex_global_linear,1.2036399841308594,,-0.05181712654900524,-0.04435342456030868,-0.04435342456030868,0.015561407500879334,0.015561407500879334,0.01821705432263466,-0.08231692479948019,-0.021317328298530298,-0.08005819493708233,-0.008648654183535033,-0.07485322281078362,-0.013853626309833732,89,73930389,True,True,False,distance,[]
distance_intent2treat_explained_subrule,rdflex_stacking_lgbm,18.975728511810303,,-0.07436635066798496,-0.07533315588106454,-0.07533315588106454,0.012371660793667121,0.012371660793667121,0.014971895306977536,-0.09861436025251874,-0.05011834108345117,-0.10467753146304476,-0.04598878029908431,-0.09958116546559832,-0.051085146296530756,7,1580891310,False,True,True,distance,[]
distance_intent2treat_explained_subrule,rdflex_lgbm,2.6299819946289062,,-0.06806595659409423,-0.0677806122615919,-0.0677806122615919,0.011374049810591128,0.011374049810591128,0.014273994928629592,-0.09035868458121746,-0.04577322860697099,-0.09575712823721329,-0.03980409628597052,-0.09007334024871513,-0.04548788427446867,72,975584376,False,True,True,distance,[]
distance_intent2treat_explained,oracle_neighbour,5.412101745605469e-05,,-0.11108154300764894,,,,,,,,,,,,36,2091329539,False,True,False,distance,[]
yieldimprovement_intent2treat_explained_subrule,oracle_neighbour,5.14984130859375e-05,,-0.042833711834468824,,,,,,,,,,,,68,679280932,False,True,True,yieldimprovement,[]
distance_intent2treat_explained,rdflex_lgbm,2.9078357219696045,,-0.0455562800190108,-0.047307222345835356,-0.047307222345835356,0.008684940531542585,0.008684940531542585,0.010413753025782638,-0.06257845066870642,-0.028534109369315178,-0.06771780322026434,-0.026896641471406375,-0.06432939299553098,-0.030285051696139736,44,1760751290,False,True,False,distance,[]
boundarymindist_fuzzy_unexplained,rdflex_lgbm,5.850099325180054,,-0.07906515042264925,-0.08023517155578873,-0.08023517155578873,0.020780050112336322,0.020780050112336322,0.024102983502259152,-0.11979330023976595,-0.03833700060553255,-0.12747615114017977,-0.03299419197139769,-0.12096332137290543,-0.03950702173867203,33,2437564935,True,False,False,boundarymindist,[]
boundarymindist_fuzzy_unexplained,rdrobustnocovs,0.3224189281463623,,-0.05385460178957606,-0.05394067668719333,-0.05394067668719333,0.02096641675636534,0.021046558486962692,0.02096641675636534,-0.09494802351690923,-0.012761180062242888,-0.09519117332015602,-0.012690180054230643,-0.09503409841452651,-0.012847254959860159,83,2328904255,True,False,False,boundarymindist,[]
yieldimprovement_intent2treat_explained,oracle_kernel,26.84965443611145,,-0.08398749719621461,,,,,,,,,,,,51,3500072816,False,True,False,yieldimprovement,[]
yieldimprovement_intent2treat_explained,rdflex_global_linear,1.043630838394165,,-0.0550097993281104,-0.05406369071254834,-0.05406369071254834,0.0040434482796947654,0.0040434482796947654,0.006142108933192468,-0.06293481232966258,-0.047084786326558214,-0.0661020030107273,-0.04202537841436937,-0.06198870371410052,-0.046138677710996154,17,3162753230,False,True,False,yieldimprovement,[]
distance_intent2treat_explained,rdflex_lgbm,2.825864791870117,,-0.03272444492399148,-0.030074220204674033,-0.030074220204674033,0.00823364052097755,0.00823364052097755,0.009442889970826018,-0.048862083806757085,-0.016586806041225872,-0.04858194445746751,-0.011566495951880557,-0.04621185908743964,-0.013936581321908427,18,214521254,False,True,False,distance,[]
yieldimprovement_fuzzy_explained,oracle_kernel,27.10389733314514,,-0.09098546186308547,,,,,,,,,,,,22,1572183024,True,True,False,yieldimprovement,[]
distance_fuzzy_explained,rdflex_global_linear,1.217355728149414,,-0.06766998624895935,-0.06847016711462842,-0.06847016711462842,0.017298122012775367,0.017298122012775367,0.018773245036519885,-0.10157368239417858,-0.033766290103740125,-0.10526505125915273,-0.03167528297010411,-0.10237386325984765,-0.03456647096940919,43,1984094112,True,True,False,distance,[]
boundarypoint,oracle_neighbour,0.00017023086547851562,,0.013558201058201158,,,,,,,,,,,,33,2437564935,True,True,False,boundarypoint,[]
distance_intent2treat_explained,rdflex_global_linear,0.7967426776885986,,-0.04340572439906068,-0.045387306480030136,-0.045387306480030136,0.009340384059112592,0.009340384059112592,0.011425171712686992,-0.0617125407566934,-0.02509890804142796,-0.06778023155408244,-0.022994381405977826,-0.06369412283766285,-0.027080490122397417,55,872572239,False,True,False,distance,[]
boundarymindist_intent2treat_explained,rdflex_local_linear,0.7704310417175293,,-0.06350008420641018,-0.06430724187140767,-0.06430724187140767,0.016195228628703106,0.016195228628703106,0.01909849143117842,-0.09524214904006027,-0.031758019372760085,-0.10173959723556421,-0.02687488650725113,-0.09604930670505776,-0.032565177037757576,24,671807080,False,True,False,boundarymindist,[]
yieldimprovement_intent2treat_explained,rdflex_local_linear,1.0388429164886475,,-0.05083614339886408,-0.049412097531868183,-0.049412097531868183,0.0038413054744681273,0.0038413054744681273,0.005998740191180523,-0.058364963782438155,-0.04330732301529001,-0.06116941225919492,-0.037654782804541445,-0.05694091791544226,-0.04188327714829411,5,2395494589,False,True,False,yieldimprovement,[]
boundarymindist_intent2treat_explained,rdflex_lgbm,2.897507429122925,,-0.07097131491644916,-0.0699956440889988,-0.0699956440889988,0.01906493193469056,0.01906493193469056,0.021370111130168155,-0.1083378948761502,-0.03360473495674813,-0.11188029224974694,-0.02811099592825067,-0.10736222404869983,-0.03262906412929777,97,2652205589,False,True,False,boundarymindist,[]
yieldimprovement_fuzzy_explained,rdrobustnocovs,0.33663105964660645,,-0.0687617970256518,-0.06520235871406785,-0.06520235871406785,0.0054845224229918554,0.008698499194152326,0.0054845224229918554,-0.07951126344711819,-0.05801233060418541,-0.0822511038541571,-0.048153613573978606,-0.07595182513553424,-0.05445289229260146,11,1657101622,True,True,False,yieldimprovement,[]
yieldimprovement_fuzzy_explained,rdflex_stacking_lgbm,63.99117994308472,,-0.08889595922170235,-0.09103174017726227,-0.09103174017726227,0.012141861112792123,0.012141861112792123,0.015456220669047597,-0.11269356970806232,-0.06509834873534237,-0.12132537602569915,-0.060738104328825405,-0.11482935066362226,-0.06723412969090228,60,1158630380,True,True,False,yieldimprovement,[]
distance_intent2treat_explained,oracle_neighbour,5.245208740234375e-05,,-0.11288468950409936,,,,,,,,,,,,28,2932894963,False,True,False,distance,[]
boundarypoint,oracle_kernel,40.92851758003235,,-0.04647270638986986,,,,,,,,,,,,78,941831014,True,True,False,boundarypoint,[]
boundarymindist_intent2treat_explained,rdflex_local_linear,0.7757837772369385,,-0.07072455343848481,-0.07212978016172437,-0.07212978016172437,0.018478429053479684,0.018478429053479684,0.02069420417657586,-0.10694160887418355,-0.034507498002786074,-0.11268967503653142,-0.03156988528691733,-0.10834683559742311,-0.035912724726025635,50,952497169,False,True,False,boundarymindist,[]
distance_intent2treat_explained,rdflex_stacking_lgbm,47.116838455200195,,-0.024370195787177935,-0.02347088887657956,-0.02347088887657956,0.004671323060661063,0.004671323060661063,0.0053260666684041055,-0.03352582074622503,-0.015214570828130837,-0.03390978772591084,-0.01303199002724828,-0.03262651383562666,-0.014315263917532463,46,606924150,False,True,False,distance,[]
boundarymindist_intent2treat_explained,rdrobustnocovs,0.19775986671447754,,-0.07625729590987385,-0.0766198463748019,-0.0766198463748019,0.01786801881267562,0.020971749768837457,0.01786801881267562,-0.1112779692578022,-0.04123662256194549,-0.11772372061450953,-0.03551597213509428,-0.11164051972273026,-0.04159917302687355,26,3009756611,False,True,False,boundarymindist,[]
yieldimprovement_intent2treat_explained,rdrobust,2.023858070373535,,-0.03469788208601581,-0.028961274270129195,-0.028961274270129195,0.0037181356221577724,0.005901681143492249,0.0037181356221577724,-0.04198529399508047,-0.02741047017695115,-0.040528356759613166,-0.017394191780645225,-0.036248686179193856,-0.021673862361064535,45,2435261987,False,True,False,yieldimprovement,[]
yieldimprovement_intent2treat_explained,rdrobustnocovs,0.29924583435058594,,-0.05146870242814616,-0.04347521631150009,-0.04347521631150009,0.003967966994580641,0.005765497815291355,0.003967966994580641,-0.05924577482936786,-0.043691630026924465,-0.054775384382415505,-0.03217504824058467,-0.051252288712721784,-0.03569814391027839,81,2805854093,False,True,False,yieldimprovement,[]
boundarypoint,rdrobust,0.6933779716491699,Matrix is not positive definite,,,,,,,,,,,,,94,4106545058,True,True,False,boundarypoint,[]
distance_intent2treat_explained,rdrobustnocovs,0.15190768241882324,,-0.031976086594205144,-0.0320424963952427,-0.0320424963952427,0.008354593992887037,0.009958135195539173,0.008354593992887037,-0.048350789925718424,-0.015601383262691868,-0.05156008273168021,-0.012524910058805194,-0.04841719972675598,-0.015667793063729427,84,3971928550,False,True,False,distance,[]
boundarymindist_fuzzy_unexplained,rdflex_lgbm,5.7869484424591064,,-0.06550241029395694,-0.06738676936929762,-0.06738676936929762,0.028590591060095427,0.028590591060095427,0.03441026702620536,-0.12153893906845682,-0.009465881519457056,-0.1348296534390663,5.611470047106604e-05,-0.1234232981437975,-0.011350240594797736,79,2058108915,True,False,False,boundarymindist,[]
yieldimprovement_intent2treat_explained,oracle_neighbour,0.00011539459228515625,,-0.08602118212333254,,,,,,,,,,,,76,2402925254,False,True,False,yieldimprovement,[]
yieldimprovement_fuzzy_explained,rdrobustnocovs,0.33864665031433105,,-0.07723442612501419,-0.08099645892896637,-0.08099645892896637,0.005166436228068759,0.00843671037380079,0.005166436228068759,-0.08736045506045192,-0.06710839718957645,-0.09753210740961138,-0.06446081044832136,-0.0911224878644041,-0.07087042999352863,12,3931054374,True,True,False,yieldimprovement,[]
