setting,method,duration,error,coef_conventional,coef_robust,coef_bias_corrected,se_conventional,se_robust,se_bias_corrected,ci_0025_conventional,ci_0025_robust,ci_0025_bias_corrected,rep,rep_seed,setting_param_fuzzy,setting_data_remove_unexplained,setting_data_subrule,setting_data_score,setting_data_covariates,ci_0975_conventional,ci_0975_robust,ci_0975_bias_corrected
boundarypoint,rdflex_stacking_lgbm,9.44617509841919,Matrix is not positive definite,,,,,,,,,,69,2829083382,True,True,False,boundarypoint,[],,,
distance_intent2treat_explained_subrule,rdrobust,0.0032765865325927734,Matrix is not positive definite,,,,,,,,,,93,736000891,False,True,True,distance,[],,,
boundarymindist_intent2treat_explained,rdflex_global_linear,0.4691441059112549,,0.07072677739853153,0.05845171227063538,0.05845171227063538,0.038142682726039615,0.038142682726039615,0.04460253966039949,-0.00403150701824416,-0.028967659082766994,-0.016306572146140313,53,1722995083,False,True,False,boundarymindist,[],0.14548506181530724,0.14587108362403775,0.13320999668741107
distance_intent2treat_explained_subrule,rdflex_global_linear,0.001688241958618164,Matrix is not positive definite,,,,,,,,,,50,952497169,False,True,True,distance,[],,,
boundarymindist_intent2treat_explained,oracle_neighbour,2.4318695068359375e-05,,0.14749999999999996,,,,,,,,,98,193035875,False,True,False,boundarymindist,[],,,
yieldimprovement_fuzzy_explained,oracle_kernel,1.85947585105896,,0.06703307275007951,,,,,,,,,70,1069158761,True,True,False,yieldimprovement,[],,,
boundarypoint,rdflex_global_linear,0.3161919116973877,Matrix is not positive definite,,,,,,,,,,90,4221424199,True,True,False,boundarypoint,[],,,
distance_intent2treat_explained_subrule,oracle_neighbour,2.384185791015625e-05,,0.05400000000000005,,,,,,,,,76,2402925254,False,True,True,distance,[],,,
distance_intent2treat_explained,rdrobustnocovs,0.031549692153930664,,0.08639205502055791,0.08867821430378187,0.08867821430378187,0.03417095954100032,0.04101040991613828,0.03417095954100032,0.01941820500302195,0.008299287876926534,0.021704364286245906,82,2879715912,False,True,False,distance,[],0.15336590503809389,0.1690571407306372,0.15565206432131784
distance_intent2treat_explained,rdflex_global_linear,0.4767913818359375,,0.1023775515858159,0.10704409189693115,0.10704409189693115,0.02929090343707449,0.02929090343707449,0.0351291474784727,0.04496843577450942,0.03819222803152861,0.049634976085624664,65,2429958661,False,True,False,distance,[],0.15978666739712238,0.1758959557623337,0.16445320770823763
boundarymindist_fuzzy_unexplained,rdrobust,0.09428119659423828,,0.14416465644119733,0.1450367370867295,0.1450367370867295,0.06856955616977457,0.078172494343918,0.06856955616977457,0.009770795912542901,-0.00817853640901084,0.010642876558075082,16,391085360,True,False,False,boundarymindist,[],0.2785585169698518,0.29825201058246986,0.2794305976153839
yieldimprovement_intent2treat_explained_subrule,rdflex_local_linear,0.0,cutoff out of score range,,,,,,,,,,78,941831014,False,True,True,yieldimprovement,[],,,
distance_intent2treat_explained_subrule,oracle_neighbour,3.123283386230469e-05,,0.19899999999999995,,,,,,,,,28,2932894963,False,True,True,distance,[],,,
boundarymindist_fuzzy_unexplained,oracle_neighbour,2.5510787963867188e-05,,0.1654545454545454,,,,,,,,,23,2594786686,True,False,False,boundarymindist,[],,,
boundarypoint,rdflex_stacking_lgbm,18.045255661010742,,-2.812059926303642,-2.797403900004318,-2.797403900004318,2.584355181972655,2.584355181972655,2.621521858025984,-7.8773030062295035,-7.935492326419771,-7.8626469799301795,68,679280932,True,True,False,boundarypoint,[],2.2531831536222193,2.340684526411136,2.2678391799215434
boundarymindist_intent2treat_unexplained,rdflex_lgbm,2.0763607025146484,,0.08359374798243369,0.047729216251036266,0.047729216251036266,0.04434181709261129,0.04434181709261129,0.05181185932521154,-0.0033146165281470186,-0.053820161998434105,-0.03917914825954444,56,1052525787,False,False,False,boundarymindist,[],0.1705021124930144,0.14927859450050662,0.13463758076161697
boundarypoint,rdflex_stacking_lgbm,18.224743843078613,,-0.25156694059347273,-0.28255402529458706,-0.28255402529458706,0.350517945669957,0.350517945669957,0.39167268979909137,-0.9385694900415558,-1.0502183910287348,-0.9695565747426701,91,1334706736,True,True,False,boundarypoint,[],0.4354356088546103,0.4851103404395606,0.40444852415349597
distance_fuzzy_explained,rdflex_stacking_lgbm,18.15200972557068,,0.058886651719560784,0.05908142529856732,0.05908142529856732,0.0350071738957781,0.0350071738957781,0.04017074085171725,-0.009726148316695021,-0.01965178000309034,-0.009531374737688489,8,153842668,True,True,False,distance,[],0.1274994517558166,0.13781463060022497,0.1276942253348231
distance_fuzzy_explained,oracle_neighbour,2.6464462280273438e-05,,0.11692307692307691,,,,,,,,,37,29749431,True,True,False,distance,[],,,
distance_intent2treat_explained_subrule,oracle_kernel,0.8774740695953369,,0.0984739528885781,,,,,,,,,98,193035875,False,True,True,distance,[],,,
distance_intent2treat_explained,rdflex_lgbm,2.126431941986084,,0.08608114588456893,0.08995505871363335,0.08995505871363335,0.04946866779357418,0.04946866779357418,0.06004703600242692,-0.010875661354012967,-0.027734969229503387,-0.007001748524948545,30,1780071613,False,True,False,distance,[],0.18303795312315083,0.2076450866567701,0.18691186595221526
distance_intent2treat_explained_subrule,rdrobust,0.003229379653930664,Matrix is not positive definite,,,,,,,,,,87,3903000100,False,True,True,distance,[],,,
yieldimprovement_fuzzy_explained,oracle_neighbour,3.0517578125e-05,,0.19166666666666665,,,,,,,,,53,1722995083,True,True,False,yieldimprovement,[],,,
boundarymindist_intent2treat_explained,rdflex_stacking_lgbm,10.576202630996704,,0.05094747952415811,0.03854645385302859,0.03854645385302859,0.04702234097529313,0.04702234097529313,0.05669369951380176,-0.04121461525617846,-0.07257115534435883,-0.053615640927307986,94,4106545058,False,True,False,boundarymindist,[],0.14310957430449467,0.14966406305041602,0.13070854863336517
boundarymindist_intent2treat_unexplained,rdrobustnocovs,0.01984238624572754,,0.06404127642430235,0.05135398307995098,0.05135398307995098,0.0760891950853183,0.09124952924275055,0.0760891950853183,-0.08509080555556361,-0.12749180784207456,-0.09777809889991498,98,193035875,False,False,False,boundarymindist,[],0.21317335840416832,0.23019977400197653,0.20048606505981695
distance_intent2treat_explained_subrule,rdrobustnocovs,0.0022034645080566406,Matrix is not positive definite,,,,,,,,,,92,237852112,False,True,True,distance,[],,,
yieldimprovement_intent2treat_explained_subrule,rdflex_lgbm,0.0,cutoff out of score range,,,,,,,,,,3,691374161,False,True,True,yieldimprovement,[],,,
yieldimprovement_intent2treat_explained_subrule,oracle_kernel,0.0,cutoff out of score range,,,,,,,,,,35,2617095959,False,True,True,yieldimprovement,[],,,
boundarymindist_intent2treat_explained,rdflex_local_linear,0.4515540599822998,,0.09918532567602086,0.09313627731217278,0.09313627731217278,0.05034064330136679,0.05034064330136679,0.06084800253449723,0.0005194778467644268,-0.026123616186643717,-0.005529570517083651,89,73930389,False,True,False,boundarymindist,[],0.19785117350527728,0.21239617081098927,0.1918021251414292
boundarypoint,rdflex_lgbm,1.7341349124908447,Matrix is not positive definite,,,,,,,,,,26,3009756611,True,True,False,boundarypoint,[],,,
yieldimprovement_intent2treat_explained_subrule,rdflex_local_linear,0.0,cutoff out of score range,,,,,,,,,,77,2705478053,False,True,True,yieldimprovement,[],,,
boundarymindist_intent2treat_explained,rdflex_global_linear,0.44383883476257324,,0.07440857244063961,0.06373096401507858,0.06373096401507858,0.04640383657949446,0.04640383657949446,0.055315485131036055,-0.01654127599965187,-0.04468539462911296,-0.027218884425212905,91,1334706736,False,True,False,boundarymindist,[],0.1653584208809311,0.17214732265927013,0.15468081245537008
yieldimprovement_fuzzy_explained,rdflex_local_linear,0.7399513721466064,,0.06266814071237287,0.027624669209909185,0.027624669209909185,0.07554629097135211,0.07554629097135211,0.09185828890211992,-0.08539986875706074,-0.1524142687197212,-0.12044334025952441,43,1984094112,True,True,False,yieldimprovement,[],0.21073615018180647,0.20766360713953957,0.1756926786793428
boundarymindist_intent2treat_unexplained,rdflex_lgbm,2.0438921451568604,,-0.0541370696539077,-0.08200958828004784,-0.08200958828004784,0.06286764678439608,0.06286764678439608,0.07177222249157672,-0.17735539314410936,-0.22268055945393384,-0.2052279117702495,46,606924150,False,False,False,boundarymindist,[],0.06908125383629395,0.058661382893838154,0.04120873521015381
yieldimprovement_fuzzy_explained,rdflex_local_linear,0.7605736255645752,,-0.01409548423319524,-0.04897119628870739,-0.04897119628870739,0.0846162825102024,0.0846162825102024,0.09882061311459298,-0.1799403504588584,-0.24265603892347615,-0.21481606251437055,4,1966969161,True,True,False,yieldimprovement,[],0.15174938199246793,0.14471364634606138,0.11687366993695578
distance_fuzzy_explained,rdrobustnocovs,0.03240823745727539,,0.10257242180169583,0.10580645614627557,0.10580645614627557,0.03488017666576991,0.042351172794310894,0.03488017666576991,0.03420853176239243,0.02279968276639366,0.037442566106972164,70,1069158761,True,True,False,distance,[],0.17093631184099922,0.18881322952615748,0.17417034618557897
distance_intent2treat_explained_subrule,rdflex_stacking_lgbm,7.0943756103515625,,0.16167480226310763,0.36730383450411813,0.36730383450411813,0.16402113123662662,0.16402113123662662,0.4468391373312051,-0.1598007076641982,-0.5084847815479911,0.045828324576812296,86,2149385988,False,True,True,distance,[],0.4831503121904135,1.2430924505562273,0.688779344431424
boundarypoint,rdflex_stacking_lgbm,17.763471603393555,,-1.0579178766085515,-1.1074198659171541,-1.1074198659171541,1.1858222737266162,1.1858222737266162,1.1932175104378773,-3.382086825178117,-3.4460832120979394,-3.4315888144867195,74,3519764357,True,True,False,boundarypoint,[],1.2662510719610138,1.2312434802636312,1.2167490826524112
yieldimprovement_fuzzy_explained,rdflex_lgbm,3.720944404602051,,0.0809021088169786,0.04142004864562481,0.04142004864562481,0.060857423907144076,0.060857423907144076,0.07404777673921714,-0.03837625023291065,-0.10371092689850353,-0.07785831040426444,94,4106545058,True,True,False,yieldimprovement,[],0.20018046786686783,0.18655102418975317,0.16069840769551405
boundarymindist_fuzzy_unexplained,rdflex_global_linear,0.7042527198791504,,0.15704509826614332,0.14962575122589442,0.14962575122589442,0.06970662441653712,0.06970662441653712,0.0759656155843132,0.020422624925870214,0.0007358806172259036,0.013003277885621306,54,3470423038,True,False,False,boundarymindist,[],0.29366757160641643,0.2985156218345629,0.2862482245661675
distance_intent2treat_explained_subrule,rdflex_global_linear,0.0016961097717285156,Matrix is not positive definite,,,,,,,,,,35,2617095959,False,True,True,distance,[],,,
yieldimprovement_fuzzy_explained,oracle_kernel,1.1308259963989258,,0.1117540334590602,,,,,,,,,24,671807080,True,True,False,yieldimprovement,[],,,
yieldimprovement_fuzzy_explained,rdrobust,0.07655477523803711,,0.17949596545002255,0.18392845874741645,0.18392845874741645,0.06405619519114254,0.07873056143161401,0.06405619519114254,0.05394812988871536,0.029619393858834747,0.05838062318610926,47,1940935336,True,True,False,yieldimprovement,[],0.3050438010113298,0.3382375236359981,0.30947629430872364
distance_intent2treat_explained,oracle_neighbour,2.4557113647460938e-05,,0.12055555555555553,,,,,,,,,99,2365828300,False,True,False,distance,[],,,
boundarypoint,rdflex_global_linear,0.6113886833190918,,0.9354697634162802,0.9399119986402265,0.9399119986402265,1.0943708416931943,1.0943708416931943,1.1490489907457138,-1.2094576720331656,-1.3121826396934706,-1.2050154368092194,10,1959717888,True,True,False,boundarypoint,[],3.080397198865726,3.1920066369739235,3.0848394340896723
boundarymindist_fuzzy_unexplained,rdflex_stacking_lgbm,19.647130489349365,,0.18420049824213025,0.17088555174596654,0.17088555174596654,0.0663570821382766,0.0663570821382766,0.07671209541228165,0.054143007131942006,0.020532607559294203,0.04082806063577829,40,2060718594,True,False,False,boundarymindist,[],0.3142579893523185,0.32123849593263887,0.3009430428561548
yieldimprovement_intent2treat_explained_subrule,rdrobustnocovs,0.0020711421966552734,Matrix is not positive definite,,,,,,,,,,54,3470423038,False,True,True,yieldimprovement,[],,,
yieldimprovement_intent2treat_explained_subrule,rdflex_global_linear,0.0017139911651611328,Matrix is not positive definite,,,,,,,,,,71,2835651271,False,True,True,yieldimprovement,[],,,
boundarymindist_intent2treat_unexplained,rdflex_stacking_lgbm,10.880595684051514,,0.03176701372251748,0.012990948141690294,0.012990948141690294,0.04846652344084353,0.04846652344084353,0.054977089314524205,-0.06322562667740214,-0.094762166889619,-0.08200169225822931,95,1473388411,False,False,False,boundarymindist,[],0.1267596541224371,0.12074406317299957,0.10798358854160992
yieldimprovement_intent2treat_explained_subrule,rdflex_global_linear,0.0,cutoff out of score range,,,,,,,,,,93,736000891,False,True,True,yieldimprovement,[],,,
yieldimprovement_fuzzy_explained,rdflex_stacking_lgbm,18.754926681518555,,0.16674268873246048,0.20010271065295238,0.20010271065295238,0.08242032738566075,0.08242032738566075,0.09822270599016895,0.005201815462565096,0.007589744448154606,0.03856183738305699,82,2879715912,True,True,False,yieldimprovement,[],0.32828356200235587,0.3926156768577501,0.3616435839228478
distance_fuzzy_explained,rdflex_local_linear,0.690526008605957,,0.1142654162688165,0.11441950293049188,0.11441950293049188,0.03882410668054514,0.03882410668054514,0.042030187991232724,0.03817156544300712,0.03204184820422787,0.0383256521046825,23,2594786686,True,True,False,distance,[],0.1903592670946259,0.1967971576567559,0.19051335375630127
boundarymindist_intent2treat_explained,rdflex_local_linear,0.4646291732788086,,0.13320782146622107,0.12533374503008243,0.12533374503008243,0.04269446099653596,0.04269446099653596,0.05198789743139042,0.04952821557366052,0.023439338432594825,0.04165413913752189,23,2594786686,False,True,False,boundarymindist,[],0.2168874273587816,0.22722815162757004,0.20901335092264298
boundarymindist_intent2treat_explained,oracle_neighbour,2.4080276489257812e-05,,0.22499999999999987,,,,,,,,,40,2060718594,False,True,False,boundarymindist,[],,,
yieldimprovement_intent2treat_explained,oracle_neighbour,2.384185791015625e-05,,0.08200000000000007,,,,,,,,,72,975584376,False,True,False,yieldimprovement,[],,,
distance_fuzzy_explained,rdrobust,0.09936904907226562,,0.2595473507490223,0.287176040875851,0.287176040875851,0.04194706062633775,0.04749460531988406,0.04194706062633775,0.17733262266408217,0.1940883249889338,0.2049613127909109,60,1158630380,True,True,False,distance,[],0.3417620788339624,0.38026375676276825,0.36939076896079115
yieldimprovement_intent2treat_explained_subrule,rdflex_lgbm,0.0,cutoff out of score range,,,,,,,,,,11,1657101622,False,True,True,yieldimprovement,[],,,
yieldimprovement_intent2treat_explained,rdrobustnocovs,0.015923500061035156,,0.0020023205348267403,-0.01932068796502151,-0.01932068796502151,0.07303571118475848,0.08205973958694658,0.07303571118475848,-0.14114504297256908,-0.18015482213617254,-0.16246805147241733,76,2402925254,False,True,False,yieldimprovement,[],0.14514968404222256,0.14151344620612952,0.12382667554237431
boundarymindist_fuzzy_unexplained,rdflex_global_linear,0.7049028873443604,,0.05960303411213982,0.04442654428104504,0.04442654428104504,0.04491145985547738,0.04491145985547738,0.05194544874722108,-0.028421809697712304,-0.05738466442427955,-0.04359829952880708,53,1722995083,True,False,False,boundarymindist,[],0.14762787792199195,0.14623775298636962,0.13245138809089715
distance_fuzzy_explained,oracle_neighbour,2.5510787963867188e-05,,0.10368421052631582,,,,,,,,,76,2402925254,True,True,False,distance,[],,,
yieldimprovement_intent2treat_explained_subrule,rdflex_lgbm,0.0017447471618652344,Matrix is not positive definite,,,,,,,,,,60,1158630380,False,True,True,yieldimprovement,[],,,
boundarymindist_intent2treat_unexplained,rdflex_lgbm,2.100154399871826,,0.07665262491863782,0.055502358243140155,0.055502358243140155,0.058894237472227814,0.058894237472227814,0.06780303198502596,-0.03877795942387796,-0.07738914249012807,-0.05992822609937563,85,520597901,False,False,False,boundarymindist,[],0.1920832092611536,0.18839385897640837,0.17093294258565594
boundarymindist_intent2treat_explained,rdrobustnocovs,0.02009415626525879,,0.0663748304154822,0.071131599714499,0.071131599714499,0.05123691330645142,0.0621004703457263,0.05123691330645142,-0.03404767434416364,-0.05058308558612218,-0.029290905045146837,49,3950406464,False,True,False,boundarymindist,[],0.16679733517512804,0.1928462850151202,0.17155410447414485
yieldimprovement_intent2treat_explained,oracle_neighbour,2.47955322265625e-05,,0.21499999999999986,,,,,,,,,84,3971928550,False,True,False,yieldimprovement,[],,,
distance_fuzzy_explained,rdflex_local_linear,0.7486011981964111,,0.07847372219883698,0.0793412840453517,0.0793412840453517,0.049979213533507386,0.049979213533507386,0.05423019115726345,-0.01948373630247434,-0.02694793749760717,-0.018616174455959617,83,2328904255,True,True,False,distance,[],0.1764311807001483,0.18563050558831057,0.17729874254666303
boundarymindist_intent2treat_unexplained,rdrobustnocovs,0.020381689071655273,,0.05299655488472599,0.0330856265034456,0.0330856265034456,0.06260852887511026,0.07028482930884933,0.06260852887511026,-0.06971390683552614,-0.1046701076014443,-0.08962483521680653,92,237852112,False,False,False,boundarymindist,[],0.17570701660497812,0.1708413606083355,0.15579608822369773
boundarymindist_intent2treat_explained,rdflex_global_linear,0.47788524627685547,,0.05682512703225019,0.039771707998772485,0.039771707998772485,0.050944396319644016,0.050944396319644016,0.06013818948263103,-0.04302405496838696,-0.0780969774826298,-0.06007747400186467,22,1572183024,False,True,False,boundarymindist,[],0.15667430903288734,0.15764039348017478,0.13962088999940964
distance_intent2treat_explained,rdflex_lgbm,2.3530890941619873,,0.10605778437056636,0.11318211114119985,0.11318211114119985,0.047862125059938324,0.047862125059938324,0.05906390867076767,0.01224974302953527,-0.002581022639667807,0.01937406980016876,55,872572239,False,True,False,distance,[],0.19986582571159744,0.2289452449220675,0.20699015248223093
yieldimprovement_intent2treat_explained,rdflex_global_linear,0.4466209411621094,,0.12583831002854162,0.1212708520387922,0.1212708520387922,0.07330796061918103,0.07330796061918103,0.08795726789733589,-0.017842652565133788,-0.051122225218527245,-0.022410110554883206,27,4285362377,False,True,False,yieldimprovement,[],0.26951927262221703,0.2936639292961116,0.26495181463246764
boundarymindist_fuzzy_unexplained,rdflex_lgbm,3.761754274368286,,0.48632555050548076,0.578736593715659,0.578736593715659,0.43176629010977613,0.43176629010977613,0.49222153408205954,-0.35992082784815294,-0.38599988550023245,-0.2675097846379747,50,952497169,True,False,False,boundarymindist,[],1.3325719288591145,1.5434730729315504,1.4249829720692926
distance_fuzzy_explained,rdflex_global_linear,0.6662390232086182,,0.10872434147255143,0.11201042652218593,0.11201042652218593,0.050292166841584295,0.050292166841584295,0.05573591377695547,0.010153505758566689,0.0027700428739233923,0.013439590808201188,67,1017245192,True,True,False,distance,[],0.20729517718653617,0.22125081017044845,0.21058126223617069
distance_fuzzy_explained,rdrobust,0.10400271415710449,,0.13510225582336027,0.14967005363061647,0.14967005363061647,0.038851194040329114,0.04590472381717782,0.038851194040329114,0.058955314747938026,0.059698448228689915,0.07352311255519423,5,2395494589,True,True,False,distance,[],0.21124919689878252,0.23964165903254303,0.22581699470603872
yieldimprovement_fuzzy_explained,rdflex_local_linear,0.6509959697723389,,0.054938302599903954,0.035379189590356463,0.035379189590356463,0.04283783511016821,0.04283783511016821,0.04969797462785756,-0.02902231139169116,-0.06202705078482974,-0.04858142440123865,17,3162753230,True,True,False,yieldimprovement,[],0.13889891659149906,0.13278542996554266,0.11933980358195158
boundarypoint,oracle_neighbour,0.00017189979553222656,,,,,,,,,,,80,3170441909,True,True,False,boundarypoint,[],,,
distance_intent2treat_explained_subrule,rdflex_local_linear,0.4367532730102539,,0.16889200979611255,0.24725783422120862,0.24725783422120862,0.14673447512299476,0.14673447512299476,0.22455086487779305,-0.1187022767353457,-0.1928537736365859,-0.040336452310249626,23,2594786686,False,True,True,distance,[],0.45648629632757076,0.6873694420790031,0.5348521207526669
boundarypoint,rdflex_stacking_lgbm,18.416061401367188,,0.04962709192790802,0.0780273293974049,0.0780273293974049,0.13344191693548846,0.13344191693548846,0.15220470417480036,-0.21191425929363486,-0.22028840906277705,-0.18351402182413798,86,2149385988,True,True,False,boundarypoint,[],0.3111684431494509,0.37634306785758687,0.33956868061894774
distance_intent2treat_explained,rdflex_stacking_lgbm,11.226209878921509,,0.15786488284303005,0.16567188062106,0.16567188062106,0.036004006487567,0.036004006487567,0.042316189692406934,0.08729832682825228,0.08273367286097734,0.09510532460628224,17,3162753230,False,True,False,distance,[],0.2284314388578078,0.24861008838114268,0.23623843663583777
distance_intent2treat_explained,oracle_kernel,1.3115408420562744,,0.19653495511663135,,,,,,,,,42,2475934341,False,True,False,distance,[],,,
yieldimprovement_intent2treat_explained_subrule,oracle_neighbour,2.956390380859375e-05,,0.36,,,,,,,,,18,214521254,False,True,True,yieldimprovement,[],,,
yieldimprovement_fuzzy_explained,rdflex_stacking_lgbm,18.761497259140015,,0.051149469702447575,0.04867887667566262,0.04867887667566262,0.06295593977750215,0.06295593977750215,0.07387270178554951,-0.07224190487432922,-0.09610895826468216,-0.07471249790111417,94,4106545058,True,True,False,yieldimprovement,[],0.17454084427922437,0.1934667116160074,0.1720702512524394
boundarypoint,rdflex_local_linear,0.39428019523620605,Matrix is not positive definite,,,,,,,,,,65,2429958661,True,True,False,boundarypoint,[],,,
boundarymindist_fuzzy_unexplained,rdflex_lgbm,3.801114559173584,,0.18770297568162417,0.15688485172575437,0.15688485172575437,0.06268912599346364,0.06268912599346364,0.07499836041967767,0.0648345465121417,0.009890766403631845,0.034016422556271894,15,2625698656,True,False,False,boundarymindist,[],0.3105714048511066,0.3038789370478769,0.2797532808952368
boundarymindist_intent2treat_unexplained,rdflex_lgbm,2.009181499481201,,0.00517743894951649,-0.015416761445301418,-0.015416761445301418,0.06361003883999615,0.06361003883999615,0.07483814850015054,-0.11949594623206997,-0.16209683717525672,-0.14009014662688787,11,1657101622,False,False,False,boundarymindist,[],0.12985082413110294,0.1312633142846539,0.10925662373628503
boundarymindist_fuzzy_unexplained,rdrobust,0.08183526992797852,,0.1940975444150187,0.20267926447924814,0.20267926447924814,0.06642682059769985,0.0792769110167023,0.06642682059769985,0.06390336843602357,0.047299374080924994,0.07248508850025301,19,65668574,True,False,False,boundarymindist,[],0.3242917203940138,0.3580591548775713,0.3328734404582433
yieldimprovement_intent2treat_explained,rdrobustnocovs,0.01578497886657715,,0.09327258014506745,0.07455545886953463,0.07455545886953463,0.07401945713013944,0.08688144640936751,0.07401945713013944,-0.05180288998521235,-0.09572904701757248,-0.07052001126074517,6,3271189345,False,True,False,yieldimprovement,[],0.23834805027534725,0.24483996475664174,0.21963092899981443
boundarypoint,rdflex_lgbm,1.5699138641357422,Matrix is not positive definite,,,,,,,,,,46,606924150,True,True,False,boundarypoint,[],,,
boundarymindist_fuzzy_unexplained,rdflex_stacking_lgbm,19.828530073165894,,0.09631305299770317,0.08610923670054338,0.08610923670054338,0.08223653855274808,0.08223653855274808,0.10011188519582152,-0.06486760077892274,-0.11010645270767541,-0.07507141707608253,30,1780071613,True,False,False,boundarymindist,[],0.2574937067743291,0.28232492610876214,0.2472898904771693
yieldimprovement_fuzzy_explained,rdflex_local_linear,0.7412400245666504,,0.03345108888522923,0.007468628016199394,0.007468628016199394,0.06718076729963739,0.06718076729963739,0.07906478784166199,-0.09822079547582623,-0.14749550859875843,-0.12420325634485606,97,2652205589,True,True,False,yieldimprovement,[],0.16512297324628467,0.16243276463115724,0.13914051237725483
distance_intent2treat_explained,rdflex_local_linear,0.48737549781799316,,0.06684065925849586,0.06089940166361428,0.06089940166361428,0.0436809393550424,0.0436809393550424,0.05433326027701828,-0.018772408688265504,-0.0455918316419823,-0.024713666283147084,73,2210222696,False,True,False,distance,[],0.15245372720525724,0.16739063496921086,0.14651246961037565
distance_intent2treat_explained_subrule,rdflex_lgbm,0.0018455982208251953,Matrix is not positive definite,,,,,,,,,,11,1657101622,False,True,True,distance,[],,,
distance_fuzzy_explained,rdrobustnocovs,0.029436588287353516,,0.05299053604559729,0.04464452692271299,0.04464452692271299,0.041457704129511004,0.05014746150165799,0.041457704129511004,-0.028265070929961757,-0.05364269153664557,-0.03661108005284605,22,1572183024,True,True,False,distance,[],0.13424614302115634,0.14293174538207154,0.12590013389827204
boundarypoint,rdflex_local_linear,0.3920116424560547,Matrix is not positive definite,,,,,,,,,,4,1966969161,True,True,False,boundarypoint,[],,,
distance_intent2treat_explained,rdflex_lgbm,2.3101799488067627,,0.11809673510367519,0.12969367350217317,0.12969367350217317,0.0361908028585272,0.0361908028585272,0.04095068154048716,0.04716406492937264,0.04943181254044912,0.058761003327870626,66,3474168509,False,True,False,distance,[],0.18902940527797774,0.20995553446389723,0.20062634367647572
distance_intent2treat_explained_subrule,rdrobust,0.0033254623413085938,Matrix is not positive definite,,,,,,,,,,81,2805854093,False,True,True,distance,[],,,
distance_intent2treat_explained_subrule,rdflex_lgbm,0.0016949176788330078,Matrix is not positive definite,,,,,,,,,,3,691374161,False,True,True,distance,[],,,
distance_fuzzy_explained,rdrobust,0.12035393714904785,,0.05908603153617965,0.06495578825361822,0.06495578825361822,0.03583299256827445,0.043771209772619835,0.03583299256827445,-0.011145343355929677,-0.0208342064604643,-0.005275586638491106,58,2773118945,True,True,False,distance,[],0.12931740642828898,0.15074578296770075,0.13518716314572754
yieldimprovement_intent2treat_explained_subrule,rdrobustnocovs,0.002095460891723633,Matrix is not positive definite,,,,,,,,,,40,2060718594,False,True,True,yieldimprovement,[],,,
yieldimprovement_intent2treat_explained,rdflex_local_linear,0.45378732681274414,,0.04148180335892481,-0.012271284001936208,-0.012271284001936208,0.09883662162642746,0.09883662162642746,0.11497212834130294,-0.15223441538248564,-0.23761251477680678,-0.20598750274334665,96,52000052,False,True,False,yieldimprovement,[],0.23519802210033527,0.2130699467729344,0.18144493473947426
distance_fuzzy_explained,oracle_kernel,1.3369133472442627,,0.16899849905126874,,,,,,,,,17,3162753230,True,True,False,distance,[],,,
yieldimprovement_intent2treat_explained,oracle_kernel,1.712655782699585,,0.08762383010799628,,,,,,,,,36,2091329539,False,True,False,yieldimprovement,[],,,
distance_intent2treat_explained_subrule,rdflex_local_linear,0.4333646297454834,,0.22514460027251754,0.21253528211067174,0.21253528211067174,0.08812897639447272,0.08812897639447272,0.11843251155015438,0.05241498054497043,-0.019588175126254825,0.039805662383124635,79,2058108915,False,True,True,distance,[],0.39787422000006467,0.4446587393475983,0.3852649018382188
yieldimprovement_intent2treat_explained_subrule,rdrobust,0.0034630298614501953,Matrix is not positive definite,,,,,,,,,,96,52000052,False,True,True,yieldimprovement,[],,,
boundarymindist_fuzzy_unexplained,oracle_kernel,2.0473275184631348,,0.13657592818301717,,,,,,,,,67,1017245192,True,False,False,boundarymindist,[],,,
boundarymindist_intent2treat_explained,oracle_neighbour,2.4318695068359375e-05,,0.17666666666666664,,,,,,,,,24,671807080,False,True,False,boundarymindist,[],,,
boundarypoint,oracle_kernel,2.184605360031128,,0.06533181723678523,,,,,,,,,80,3170441909,True,True,False,boundarypoint,[],,,
distance_fuzzy_explained,oracle_kernel,1.3084518909454346,,0.036454013717411256,,,,,,,,,7,1580891310,True,True,False,distance,[],,,
yieldimprovement_fuzzy_explained,rdrobustnocovs,0.01914215087890625,,0.009044524428150097,-0.0018248039519760673,-0.0018248039519760673,0.11692189875827558,0.14042665115827138,0.11692189875827558,-0.2201181861421085,-0.2770559826917578,-0.23098751452223468,75,1198695184,True,True,False,yieldimprovement,[],0.2382072349984087,0.2734063747878057,0.22733790661828254
distance_intent2treat_explained,oracle_kernel,1.4330627918243408,,0.1613910631650374,,,,,,,,,65,2429958661,False,True,False,distance,[],,,
boundarymindist_intent2treat_unexplained,rdrobustnocovs,0.02044844627380371,,0.09396501286161352,0.08805796207185757,0.08805796207185757,0.054150774229408095,0.06489677043387945,0.054150774229408095,-0.012168554362986042,-0.03913737069150999,-0.018075605152741994,21,1091097415,False,False,False,boundarymindist,[],0.20009858008621306,0.21525329483522512,0.1941915292964571
